cluster,2024,2030,2050
10481,131.0,144.0,167.0
10491,85.0,93.0,108.0
10691,343.0,378.0,440.0
3217,7574.0,8332.0,9695.0
3242,77.0,85.0,99.0
3175,21.0,23.0,27.0
3241,4.0,4.0,5.0
3195,2493.0,2742.0,3191.0
3230,6002.0,6603.0,7683.0
