time,10481_bus,10481_metro
0,31,0
1,5,0
2,0,0
3,0,0
4,0,0
5,4,0
6,43,0
7,60,0
8,73,0
9,64,0
10,46,0
11,45,0
12,48,0
13,59,0
14,59,0
15,75,0
16,89,0
17,77,0
18,87,0
19,58,0
20,49,0
21,34,0
22,29,0
23,30,0
