egid,period,class,area_era_m2,is_hotwater_system,x,y,z,transformer,gas_grid,h2_grid,geothermal_well,geometry,system_heating,system_heating2,thermal_k1_cooling_W_m2_K,energy_heating_signature_kWh_y,energy_cooling_signature_kWh_y,power_heating_signature_kW,power_cooling_signature_kW,id_building,total_annual_irr_kWh_y,roof_annual_irr_kWh_y,facade_annual_irr_kWh_y,area_solar_m2,energy_hotwater_signature_kWh_y,power_hotwater_signature_W,waste_signature_kg_y,waste_signature_kW,temperature_threshold_cooling_C,temperature_threshold_heating_C,temperature_cooling_supply_C,temperature_cooling_return_C,temperature_heating_supply_C,temperature_heating_return_C,temperature_hotwater_supply_C,temperature_hotwater_return_C,area_net_floor_m2,area_footprint_m2,area_facade_m2,area_facade_solar_m2,area_roof_solar_m2,temperature_interior_C,capita_cap,ratio,status,source_heating,source_hotwater,system_hotwater,id_class,solar_gain_factor_signature_m2,thermal_specific_capacity_Wh_m2_K,energy_el_kWh_y,thermal_transmittance_signature_kW_m2_K,count_floor,height_m,length_footprint_m,length_footprint_facade_m,area_roof_m2,energy_heating_2024_kWh_y,energy_hotwater_2024_kWh_y,id_city,id_neighborhood,id_transformers_V2
1014540,<1919,Residential,220.0,True,2501618.5207629967,1116315.106900001,422.9,9958,True,False,,"POLYGON ((2501622.6950000003 1116309.379999999, 2501621.2448000014 1116310.7956999987, 2501617.6937999986 1116307.1574999988, 2501611.2162999995 1116313.4813, 2501611.7344999984 1116314.0117999986, 2501609.6613 1116316.0350000001, 2501612.6937999986 1116319.1424999982, 2501613.276299998 1116318.5749999993, 2501614.787700001 1116320.1237000003, 2501615.477400001 1116320.8301, 2501617.960000001 1116323.3737999983, 2501627.379999999 1116314.1788000017, 2501624.8968 1116311.6358999982, 2501622.6950000003 1116309.379999999))",Solar thermal installation for multiple buildings,Not documented,0.0,20990.834259999985,0.0,9.676260000000001,0.0,614547,369014,205904,163110,556.0109678428715,598.2862442912044,191.23956552820863,2547.4500000000003,1.3498754666095891,18.0,15.5,12.0,17.0,65.0,50.0,60.0,15.0,176.70682730923693,122.09868301421236,421.1,360.9099769401424,195.1009909027291,20.0,3.7,1.0,"['existing', 'existing']",Oil,Oil,Boiler,II,0.0848046196674922,119.39999999999728,4840.0,0.00181,4.0,8.86,47.52666822675752,47.52667315959287,195.1009909027291,26825.86345381526,3080.0,6621,9873,30458
1014550/1014549,1981-1990,Residential,4290.42,True,2501661.06125075,1116347.8235161453,435.32,9958,True,False,,"POLYGON ((2501643.4900506856 1116333.8881866643, 2501643.49004695 1116333.888189994, 2501643.4819130395 1116333.8961905641, 2501643.3038000017 1116334.0549999997, 2501644.2146243853 1116335.0767445562, 2501645.3260401646 1116336.3235567776, 2501640.5146333626 1116340.6131021096, 2501640.5146282576 1116340.6131071316, 2501640.5146226874 1116340.6131116278, 2501640.505885025 1116340.6217082876, 2501640.5016759685 1116340.6258489478, 2501640.3288000003 1116340.7800000012, 2501640.491305175 1116340.9622492278, 2501640.494393359 1116340.9660756814, 2501640.4943983797 1116340.9660807853, 2501640.494402877 1116340.966086357, 2501643.671402874 1116344.5291863552, 2501643.675817378 1116344.5336732655, 2501643.8374999985 1116344.7149999999, 2501644.0129767423 1116344.5586084411, 2501644.014820401 1116344.5571203204, 2501644.0243556933 1116344.5494256984, 2501645.4127604766 1116343.3117620049, 2501647.4224819588 1116345.5657322893, 2501651.6811630945 1116350.342346446, 2501650.2935458776 1116351.5792909514, 2501650.2935390533 1116351.5792976639, 2501650.2935316083 1116351.5793036725, 2501650.2847957276 1116351.5878977578, 2501650.281982562 1116351.5906648382, 2501650.107500002 1116351.7463000007, 2501650.2729730536 1116351.9318800636, 2501650.2732821973 1116351.9322631645, 2501650.2732889066 1116351.9322699853, 2501650.2732949182 1116351.9322774343, 2501655.392594918 1116357.674277431, 2501655.3926361613 1116357.6743193546, 2501655.392673118 1116357.6743651016, 2501655.3990754606 1116357.680866963, 2501655.5588000007 1116357.8599999994, 2501655.732189802 1116357.7053149198, 2501655.7360685957 1116357.7021814229, 2501655.7455686796 1116357.694514121, 2501655.745610602 1116357.6944728787, 2501655.7456563506 1116357.6944359208, 2501657.019078522 1116356.558037465, 2501657.806260706 1116357.440619557, 2501662.7712639053 1116363.0087595216, 2501661.498007975 1116364.1442247431, 2501661.492472052 1116364.1496721904, 2501661.3112999983 1116364.3112999983, 2501662.8083244315 1116365.9903892789, 2501665.4092484396 1116368.909325286, 2501665.4092852916 1116368.909362767, 2501665.4093183083 1116368.9094036643, 2501665.417885519 1116368.9181097785, 2501665.4254443976 1116368.9257976683, 2501665.576299999 1116369.0949999988, 2501665.7569162752 1116368.933935873, 2501665.762216533 1116368.9296606004, 2501665.7622540127 1116368.9296237498, 2501665.7622949113 1116368.9295907319, 2501670.7257883935 1116364.503118328, 2501671.937185505 1116365.8603789806, 2501671.9448580057 1116365.8681695848, 2501672.1037999988 1116366.0463000014, 2501672.286586702 1116365.8833242897, 2501672.29006976 1116365.8805131596, 2501676.7719697594 1116361.8846131605, 2501676.777743893 1116361.8789326833, 2501676.958799999 1116361.7175000012, 2501675.582944954 1116360.1742990732, 2501679.9171210006 1116356.307967461, 2501679.9189647776 1116356.3061525933, 2501680.1037999988 1116356.1413000003, 2501679.594669069 1116355.5702985306, 2501678.6957950294 1116354.560964762, 2501679.5312414486 1116353.8163384008, 2501679.5312659917 1116353.8163142628, 2501679.531292782 1116353.8162926354, 2501679.534914653 1116353.812728632, 2501679.717500001 1116353.6499999985, 2501679.5559457634 1116353.4688409702, 2501679.5515296464 1116353.463367596, 2501679.551505505 1116353.4633430492, 2501679.5514838807 1116353.463316263, 2501676.70178388 1116350.2678162574, 2501676.6969602085 1116350.2629142655, 2501676.535 1116350.0813000016, 2501675.513165757 1116350.9919067102, 2501670.4834198523 1116345.3530024204, 2501669.6331591923 1116344.3995392036, 2501670.439335943 1116343.681043303, 2501670.439356379 1116343.6810232056, 2501670.439378684 1116343.6810052022, 2501670.4481024304 1116343.6724221339, 2501670.456828362 1116343.6638408478, 2501670.4568467312 1116343.6638188425, 2501670.4568671617 1116343.6637987413, 2501670.457117361 1116343.6634988764, 2501670.625 1116343.513799999, 2501670.4616010482 1116343.3305105413, 2501670.459634548 1116343.3280730967, 2501670.4596144524 1116343.328052662, 2501670.4595964476 1116343.3280303562, 2501669.372681322 1116342.109036941, 2501665.736299999 1116338.0300000012, 2501665.5544404956 1116338.1924000792, 2501665.549221602 1116338.196612592, 2501665.549147335 1116338.1966856616, 2501665.549066321 1116338.1967511645, 2501664.74368703 1116338.9160717847, 2501658.8641684786 1116332.3215469918, 2501659.4823652157 1116331.7710063192, 2501659.4823987843 1116331.7709733322, 2501659.4824354104 1116331.7709437828, 2501659.491148072 1116331.7623755962, 2501659.493705264 1116331.7598626986, 2501659.6688 1116331.6037999988, 2501658.607300144 1116330.413259533, 2501656.575835027 1116328.1338736361, 2501656.575807271 1116328.1338454124, 2501656.575782404 1116328.1338146096, 2501656.567206066 1116328.125099176, 2501656.566600214 1116328.1244831085, 2501656.4087999985 1116327.9475000016, 2501655.6039498416 1116328.6648664435, 2501654.855482623 1116327.8266027858, 2501654.8543593707 1116327.825462684, 2501654.6887999997 1116327.6400000006, 2501651.426647982 1116330.5486853889, 2501649.970234133 1116331.8470510223, 2501648.280996993 1116329.9525309717, 2501648.2724082666 1116329.9438014175, 2501648.2692256346 1116329.9405656129, 2501648.1138000004 1116329.7663000003, 2501646.463378176 1116331.2378517839, 2501643.4900506856 1116333.8881866643))",Boiler for multiple buildings/Solar thermal installation for multiple buildings,Not documented,0.0,343773.06024911907,0.0,158.47095312,0.0,614576,2054507,954496,1100011,3376.0115824110644,14028.640724754247,4484.193281648506,73876.05,39.146388531678085,18.0,15.499999999999998,12.0,17.0,65.0,50.0,60.0,15.0,3446.120481927711,722.9317724651146,5168.495899878914,2584.2038350876137,791.8077473234505,20.0,107.30000000000001,0.48107178318206606/0.5189282168179339,"['existing', 'existing', 'existing', 'existing', 'existing', 'existing']",Oil,Oil,Boiler,I/I,0.07317237004142285,120.29999999999995,120131.76000000001,0.00152,7.481071783182067,21.82,138.7067995382122,138.7047777759829,791.8077473234505,316388.32144578313,90098.82,6621,9873,30458
295081340,<1919,Industrial,56.730000000000004,True,2501837.073936316,1116135.1450500004,423.46,9963,True,False,,"POLYGON ((2501842.1625000015 1116129.1675000004, 2501836.2413000017 1116126.8088000007, 2501834.3038000017 1116124.7562999986, 2501829.986299999 1116126.6237999983, 2501827.9924999997 1116130.736299999, 2501839.2875000015 1116139.5538000017, 2501842.1625000015 1116129.1675000004))",Not documented,Not documented,0.0,6878.858326079979,0.0,2.9735596799999997,0.0,614780,43970,34152,9818,217.20516858786058,20.76338353538184,6.63692418819725,0.0,0.0,18.0,16.4,12.0,17.0,65.0,50.0,60.0,15.0,45.566265060240966,72.45709198596533,221.7,105.23115902425658,111.974009563604,18.0,2.8,1.0,"['existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing']",Other,Other,Not documented,IX,0.03375957531109127,112.51000000015563,964.4100000000001,0.0020800000000000003,1.0,6.250000000000001,35.46777272458826,35.469038379983374,111.974009563604,2791.207132530121,397.11,6621,9873,30454
2039890,1971-1980,Commercial,930.9300000000001,True,2501602.4870919203,1116412.6643085978,418.82,9958,True,False,,"POLYGON ((2501622.8198205954 1116417.5131268639, 2501623.0025000013 1116417.3500000015, 2501622.8423622306 1116417.1706772218, 2501622.836469445 1116417.1633880197, 2501600.309369972 1116391.9376886124, 2501600.304863893 1116391.9331156004, 2501600.142499998 1116391.7512999997, 2501588.215951025 1116402.402114115, 2501582.15767986 1116407.8122390683, 2501582.15640842 1116407.813491879, 2501581.9712999985 1116407.9787999988, 2501582.1371441716 1116408.1645041201, 2501582.1377303223 1116408.165229176, 2501604.6648306567 1116433.391029545, 2501604.67343651 1116433.3997631304, 2501604.6756372885 1116433.401996574, 2501604.8313000016 1116433.576299999, 2501605.003207046 1116433.4227925106, 2501605.008405603 1116433.418589858, 2501605.017820804 1116433.4109783757, 2501622.816521011 1116417.5163781894, 2501622.8198205954 1116417.5131268639))",Not documented,Not documented,4.16,54812.37828065986,30490.68326304,23.694030360000003,64.67356896000001,614541,865686,742452,123234,1360.403536004437,618.0321400075834,197.551254212008,0.0,0.0,18.0,16.4,12.0,17.0,65.0,50.0,60.0,15.0,747.7349397590361,807.0440759941482,861.8,524.308407261753,836.095128742684,20.0,93.1,1.0,"['existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing']",Other,Other,Not documented,V,0.03747934339796068,108.85000000001097,30720.690000000002,0.00101,1.0,7.47,115.36584036780143,115.36596527167573,836.095128742684,49504.53942168675,6516.51,6621,9873,30456
1014541,1919-1945,Residential,392.46000000000004,True,2501697.81788445,1116263.8461499996,425.37,9958,True,False,,"POLYGON ((2501705.2738000005 1116268.8412999995, 2501706.4400000013 1116265.753800001, 2501706.0654000007 1116265.3984999992, 2501709.982500002 1116261.2712999992, 2501709.289999999 1116260.5500000007, 2501707.6350000016 1116258.5749999993, 2501704.388799999 1116255.4937999994, 2501702.215 1116254.066300001, 2501700.1662999988 1116252.7199999988, 2501696.6312000006 1116256.4442999996, 2501696.1999999993 1116256.0350000001, 2501693.1000000015 1116257.8249999993, 2501688.8588000014 1116262.2938, 2501687.2738000005 1116265.5238000005, 2501697.745000001 1116275.4624999985, 2501700.4937999994 1116273.8762999997, 2501705.2738000005 1116268.8412999995))",Solar thermal installation for multiple buildings,Not documented,0.0,41790.27343956005,0.0,19.264291560000004,0.0,614614,713627,411680,301947,1003.7328254370254,1051.043402126364,335.96139889872296,4475.25,2.3714028467465753,18.0,15.500000000000002,12.0,17.0,65.0,50.0,60.0,15.0,315.2289156626506,219.6448964936964,636.9000000000001,591.5172518423155,412.2155735947099,20.0,6.5,1.0,"['existing', 'existing']",Gas,Gas,Boiler,II,0.094643829684168,119.39999999999847,8634.12,0.00202,2.0,10.73,59.35380589171923,59.35388700687425,412.2155735947099,47854.90168674698,5494.4400000000005,6621,9873,30454
295111693/295111694/295111695,>2010,Residential,2576.0,True,2501666.7744742106,1116294.2425677767,427.4,9958,True,False,,"POLYGON ((2501643.5852149758 1116284.4719937062, 2501643.5852054013 1116284.4720026893, 2501643.5806725933 1116284.477180335, 2501643.4113 1116284.6524999999, 2501676.253800001 1116316.3825000003, 2501676.426227862 1116316.2040791537, 2501676.4278948903 1116316.2025151202, 2501676.4278996107 1116316.202509728, 2501676.4279048364 1116316.2025048248, 2501676.8177134693 1116315.7989868857, 2501678.0173861682 1116314.5576177875, 2501680.207234995 1116316.6723433146, 2501680.20869227 1116316.673618509, 2501680.3874999993 1116316.8462999985, 2501689.146299999 1116307.7800000012, 2501688.968448233 1116307.6081837863, 2501688.96650784 1116307.606115581, 2501688.966505677 1116307.6061136874, 2501688.966503707 1116307.606111588, 2501685.174858345 1116303.9429739215, 2501685.7602386833 1116303.3367697778, 2501685.767949278 1116303.3279577913, 2501685.9338000007 1116303.1563000008, 2501680.661581689 1116298.0625687642, 2501682.1787260864 1116296.4916828263, 2501682.183242934 1116296.4865215416, 2501682.352499999 1116296.3112999983, 2501676.4651939943 1116290.6231433896, 2501675.623721559 1116289.810028841, 2501675.623693312 1116289.8100041077, 2501675.6236676136 1116289.8099767289, 2501675.622498291 1116289.808953482, 2501675.4437999986 1116289.6363000013, 2501672.9925622535 1116292.173835555, 2501672.3006965215 1116291.5056361016, 2501667.4623069963 1116286.8318795352, 2501669.9152530143 1116284.2912549388, 2501669.91801532 1116284.288097536, 2501670.088799998 1116284.111299999, 2501663.120000001 1116277.379999999, 2501661.2531999983 1116279.3126000017, 2501657.361135833 1116275.553150056, 2501656.4269305393 1116274.650337525, 2501656.426894136 1116274.6503056467, 2501656.426861021 1116274.6502703691, 2501656.4220389244 1116274.6460509761, 2501656.2463000007 1116274.4763000011, 2501655.487371901 1116275.2619220521, 2501651.913257462 1116271.8094103471, 2501651.5788000003 1116271.486299999, 2501642.8363000005 1116280.5362999998, 2501645.191281166 1116282.8099818137, 2501643.585223627 1116284.4719838267, 2501643.5852149758 1116284.4719937062))",Solar thermal installation for multiple buildings,Not documented,0.0,112707.39054400049,0.0,51.95534399999999,0.0,614575,1755208,1066495,688713,2456.898168858839,8406.725056873795,2687.1726748394585,44270.549999999996,23.458646622431505,18.0,15.499999999999998,12.0,17.0,41.5,33.9,60.0,15.0,2069.0763052208836,823.3469023263589,4789.370715625039,1596.4346025829384,860.4635662759008,20.0,64.3,0.3299689440993789/0.3299689440993789/0.34006211180124224,"['existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing']",Gas,Gas,Boiler,I/I/I,0.039955965219986,120.29999999999988,72128.0,0.00083,6.0,13.9,147.3755843681638,147.37397986273876,860.4635662759008,189961.8955823293,54096.0,6621,9873,30458
